JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
VE	Ventes	VE-2025-0143	20250311	701000	Ventes de produits finis	C008	Habitat Confluence SAS	FA2025-0143	20250311	Facture FA2025-0143  Habitat Confluence SAS	0,00	1654,00			20250331		
VE	Ventes	VE-2025-0143	20250311	445710	TVA collectée			FA2025-0143	20250311	Facture FA2025-0143  Habitat Confluence SAS	0,00	330,80			20250331		
VE	Ventes	VE-2025-0144	20250310	411000	Clients	C009	Négoce Vitrages Réunis SARL	FA2025-0144	20250310	Facture FA2025-0144  Négoce Vitrages Réunis SARL	14778,24	0,00			20250331		
VE	Ventes	VE-2025-0144	20250310	701000	Ventes de produits finis	C009	Négoce Vitrages Réunis SARL	FA2025-0144	20250310	Facture FA2025-0144  Négoce Vitrages Réunis SARL	0,00	12315,20			20250331		
VE	Ventes	VE-2025-0144	20250310	445710	TVA collectée			FA2025-0144	20250310	Facture FA2025-0144  Négoce Vitrages Réunis SARL	0,00	2463,04			20250331		
VE	Ventes	VE-2025-0145	20250321	411000	Clients	C007	Atelier Lumière & Verre EURL	FA2025-0145	20250321	Facture FA2025-0145  Atelier Lumière & Verre EURL	3840,60	0,00			20250331		
VE	Ventes	VE-2025-0145	20250321	701000	Ventes de produits finis	C007	Atelier Lumière & Verre EURL	FA2025-0145	20250321	Facture FA2025-0145  Atelier Lumière & Verre EURL	0,00	3200,50			20250331		
VE	Ventes	VE-2025-0145	20250321	445710	TVA collectée			FA2025-0145	20250321	Facture FA2025-0145  Atelier Lumière & Verre EURL	0,00	640,10			20250331		
VE	Ventes	VE-2025-0146	20250321	411000	Clients	C010	Promoteurs du Forez SA	FA2025-0146	20250321	Facture FA2025-0146  Promoteurs du Forez SA	1725,00	0,00			20250331		
VE	Ventes	VE-2025-0146	20250321	701000	Ventes de produits finis	C010	Promoteurs du Forez SA	FA2025-0146	20250321	Facture FA2025-0146  Promoteurs du Forez SA	0,00	1437,50			20250331		
VE	Ventes	VE-2025-0146	20250321	445710	TVA collectée			FA2025-0146	20250321	Facture FA2025-0146  Promoteurs du Forez SA	0,00	287,50			20250331		
VE	Ventes	VE-2025-0147	20250307	411000	Clients	C001	Bâtiplace SARL	FA2025-0147	20250307	Facture FA2025-0147  Bâtiplace SARL	5520,00	0,00			20250331		
VE	Ventes	VE-2025-0147	20250307	701000	Ventes de produits finis	C001	Bâtiplace SARL	FA2025-0147	20250307	Facture FA2025-0147  Bâtiplace SARL	0,00	4600,00			20250331		
VE	Ventes	VE-2025-0147	20250307	445710	TVA collectée			FA2025-0147	20250307	Facture FA2025-0147  Bâtiplace SARL	0,00	920,00			20250331		
VE	Ventes	VE-2025-0148	20250317	411000	Clients	C006	Constructions Peyrelle SAS	FA2025-0148	20250317	Facture FA2025-0148  Constructions Peyrelle SAS	1104,00	0,00			20250331		
VE	Ventes	VE-2025-0148	20250317	706000	Prestations de services	C006	Constructions Peyrelle SAS	FA2025-0148	20250317	Facture FA2025-0148  Constructions Peyrelle SAS	0,00	920,00			20250331		
VE	Ventes	VE-2025-0148	20250317	445710	TVA collectée			FA2025-0148	20250317	Facture FA2025-0148  Constructions Peyrelle SAS	0,00	184,00			20250331		
VE	Ventes	VE-2025-0149	20250418	411000	Clients	C005	Façades Rhôdaniennes SARL	FA2025-0149	20250418	Facture FA2025-0149  Façades Rhôdaniennes SARL	1104,00	0,00			20250430		
VE	Ventes	VE-2025-0149	20250418	706000	Prestations de services	C005	Façades Rhôdaniennes SARL	FA2025-0149	20250418	Facture FA2025-0149  Façades Rhôdaniennes SARL	0,00	920,00			20250430		
VE	Ventes	VE-2025-0149	20250418	445710	TVA collectée			FA2025-0149	20250418	Facture FA2025-0149  Façades Rhôdaniennes SARL	0,00	184,00			20250430		
VE	Ventes	VE-2025-0150	20250414	411000	Clients	C006	Constructions Peyrelle SAS	FA2025-0150	20250414	Facture FA2025-0150  Constructions Peyrelle SAS	16122,84	0,00			20250430		
VE	Ventes	VE-2025-0150	20250414	701000	Ventes de produits finis	C006	Constructions Peyrelle SAS	FA2025-0150	20250414	Facture FA2025-0150  Constructions Peyrelle SAS	0,00	13435,70			20250430		
VE	Ventes	VE-2025-0150	20250414	445710	TVA collectée			FA2025-0150	20250414	Facture FA2025-0150  Constructions Peyrelle SAS	0,00	2687,14			20250430		
VE	Ventes	VE-2025-0151	20250404	411000	Clients	C010	Promoteurs du Forez SA	FA2025-0151	20250404	Facture FA2025-0151  Promoteurs du Forez SA	713,40	0,00			20250430		
VE	Ventes	VE-2025-0151	20250404	701000	Ventes de produits finis	C010	Promoteurs du Forez SA	FA2025-0151	20250404	Facture FA2025-0151  Promoteurs du Forez SA	0,00	594,50			20250430		
VE	Ventes	VE-2025-0151	20250404	445710	TVA collectée			FA2025-0151	20250404	Facture FA2025-0151  Promoteurs du Forez SA	0,00	118,90			20250430		
VE	Ventes	VE-2025-0152	20250421	411000	Clients	C006	Constructions Peyrelle SAS	FA2025-0152	20250421	Facture FA2025-0152  Constructions Peyrelle SAS	1104,00	0,00			20250430		
VE	Ventes	VE-2025-0152	20250421	706000	Prestations de services	C006	Constructions Peyrelle SAS	FA2025-0152	20250421	Facture FA2025-0152  Constructions Peyrelle SAS	0,00	920,00			20250430		
VE	Ventes	VE-2025-0152	20250421	445710	TVA collectée			FA2025-0152	20250421	Facture FA2025-0152  Constructions Peyrelle SAS	0,00	184,00			20250430		
VE	Ventes	VE-2025-0153	20250409	411000	Clients	C003	Menuiseries Chartier SAS	FA2025-0153	20250409	Facture FA2025-0153  Menuiseries Chartier SAS	20355,00	0,00			20250430		
VE	Ventes	VE-2025-0153	20250409	701000	Ventes de produits finis	C003	Menuiseries Chartier SAS	FA2025-0153	20250409	Facture FA2025-0153  Menuiseries Chartier SAS	0,00	16962,50			20250430		
VE	Ventes	VE-2025-0153	20250409	445710	TVA collectée			FA2025-0153	20250409	Facture FA2025-0153  Menuiseries Chartier SAS	0,00	3392,50			20250430		
VE	Ventes	VE-2025-0154	20250408	411000	Clients	C002	Verrería del Sur SL	FA2025-0154	20250408	Facture FA2025-0154  Verrería del Sur SL	2901,60	0,00			20250430		
VE	Ventes	VE-2025-0154	20250408	706000	Prestations de services	C002	Verrería del Sur SL	FA2025-0154	20250408	Facture FA2025-0154  Verrería del Sur SL	0,00	2418,00			20250430		
VE	Ventes	VE-2025-0154	20250408	445710	TVA collectée			FA2025-0154	20250408	Facture FA2025-0154  Verrería del Sur SL	0,00	483,60			20250430		
VE	Ventes	VE-2025-0155	20250411	411000	Clients	C003	Menuiseries Chartier SAS	FA2025-0155	20250411	Facture FA2025-0155  Menuiseries Chartier SAS	21390,00	0,00			20250430		
VE	Ventes	VE-2025-0155	20250411	701000	Ventes de produits finis	C003	Menuiseries Chartier SAS	FA2025-0155	20250411	Facture FA2025-0155  Menuiseries Chartier SAS	0,00	17825,00			20250430		
VE	Ventes	VE-2025-0155	20250411	445710	TVA collectée			FA2025-0155	20250411	Facture FA2025-0155  Menuiseries Chartier SAS	0,00	3565,00			20250430		
VE	Ventes	VE-2025-0156	20250411	411000	Clients	C006	Constructions Peyrelle SAS	FA2025-0156	20250411	Facture FA2025-0156  Constructions Peyrelle SAS	11040,00	0,00			20250430		
VE	Ventes	VE-2025-0156	20250411	701000	Ventes de produits finis	C006	Constructions Peyrelle SAS	FA2025-0156	20250411	Facture FA2025-0156  Constructions Peyrelle SAS	0,00	9200,00			20250430		
VE	Ventes	VE-2025-0156	20250411	445710	TVA collectée			FA2025-0156	20250411	Facture FA2025-0156  Constructions Peyrelle SAS	0,00	1840,00			20250430		
VE	Ventes	VE-2025-0157	20250414	411000	Clients	C005	Façades Rhôdaniennes SARL	FA2025-0157	20250414	Facture FA2025-0157  Façades Rhôdaniennes SARL	25875,00	0,00			20250430		
VE	Ventes	VE-2025-0157	20250414	701000	Ventes de produits finis	C005	Façades Rhôdaniennes SARL	FA2025-0157	20250414	Facture FA2025-0157  Façades Rhôdaniennes SARL	0,00	21562,50			20250430		
VE	Ventes	VE-2025-0157	20250414	445710	TVA collectée			FA2025-0157	20250414	Facture FA2025-0157  Façades Rhôdaniennes SARL	0,00	4312,50			20250430		
VE	Ventes	VE-2025-0158	20250416	411000	Clients	C002	Verrería del Sur SL	FA2025-0158	20250416	Facture FA2025-0158  Verrería del Sur SL	2232,00	0,00			20250430		
VE	Ventes	VE-2025-0158	20250416	706000	Prestations de services	C002	Verrería del Sur SL	FA2025-0158	20250416	Facture FA2025-0158  Verrería del Sur SL	0,00	1860,00			20250430		
VE	Ventes	VE-2025-0158	20250416	445710	TVA collectée			FA2025-0158	20250416	Facture FA2025-0158  Verrería del Sur SL	0,00	372,00			20250430		
VE	Ventes	VE-2025-0159	20250407	411000	Clients	C003	Menuiseries Chartier SAS	FA2025-0159	20250407	Facture FA2025-0159  Menuiseries Chartier SAS	2752,80	0,00			20250430		
VE	Ventes	VE-2025-0159	20250407	706000	Prestations de services	C003	Menuiseries Chartier SAS	FA2025-0159	20250407	Facture FA2025-0159  Menuiseries Chartier SAS	0,00	2294,00			20250430		
VE	Ventes	VE-2025-0159	20250407	445710	TVA collectée			FA2025-0159	20250407	Facture FA2025-0159  Menuiseries Chartier SAS	0,00	458,80			20250430		
VE	Ventes	VE-2025-0160	20250418	411000	Clients	C007	Atelier Lumière & Verre EURL	FA2025-0160	20250418	Facture FA2025-0160  Atelier Lumière & Verre EURL	576,00	0,00			20250430		
VE	Ventes	VE-2025-0160	20250418	706000	Prestations de services	C007	Atelier Lumière & Verre EURL	FA2025-0160	20250418	Facture FA2025-0160  Atelier Lumière & Verre EURL	0,00	480,00			20250430		
VE	Ventes	VE-2025-0160	20250418	445710	TVA collectée			FA2025-0160	20250418	Facture FA2025-0160  Atelier Lumière & Verre EURL	0,00	96,00			20250430		
VE	Ventes	VE-2025-0161	20250421	411000	Clients	C003	Menuiseries Chartier SAS	FA2025-0161	20250421	Facture FA2025-0161  Menuiseries Chartier SAS	12075,00	0,00			20250430		
VE	Ventes	VE-2025-0161	20250421	701000	Ventes de produits finis	C003	Menuiseries Chartier SAS	FA2025-0161	20250421	Facture FA2025-0161  Menuiseries Chartier SAS	0,00	10062,50			20250430		
VE	Ventes	VE-2025-0161	20250421	445710	TVA collectée			FA2025-0161	20250421	Facture FA2025-0161  Menuiseries Chartier SAS	0,00	2012,50			20250430		
VE	Ventes	VE-2025-0162	20250417	411000	Clients	C006	Constructions Peyrelle SAS	FA2025-0162	20250417	Facture FA2025-0162  Constructions Peyrelle SAS	2577,60	0,00			20250430		
VE	Ventes	VE-2025-0162	20250417	701000	Ventes de produits finis	C006	Constructions Peyrelle SAS	FA2025-0162	20250417	Facture FA2025-0162  Constructions Peyrelle SAS	0,00	2148,00			20250430		
VE	Ventes	VE-2025-0162	20250417	445710	TVA collectée			FA2025-0162	20250417	Facture FA2025-0162  Constructions Peyrelle SAS	0,00	429,60			20250430		
VE	Ventes	VE-2025-0163	20250414	411000	Clients	C009	Négoce Vitrages Réunis SARL	FA2025-0163	20250414	Facture FA2025-0163  Négoce Vitrages Réunis SARL	8332,80	0,00			20250430		
VE	Ventes	VE-2025-0163	20250414	706000	Prestations de services	C009	Négoce Vitrages Réunis SARL	FA2025-0163	20250414	Facture FA2025-0163  Négoce Vitrages Réunis SARL	0,00	6944,00			20250430		
VE	Ventes	VE-2025-0163	20250414	445710	TVA collectée			FA2025-0163	20250414	Facture FA2025-0163  Négoce Vitrages Réunis SARL	0,00	1388,80			20250430		
VE	Ventes	VE-2025-0164	20250407	411000	Clients	C005	Façades Rhôdaniennes SARL	FA2025-0164	20250407	Facture FA2025-0164  Façades Rhôdaniennes SARL	21071,40	0,00			20250430		
VE	Ventes	VE-2025-0164	20250407	701000	Ventes de produits finis	C005	Façades Rhôdaniennes SARL	FA2025-0164	20250407	Facture FA2025-0164  Façades Rhôdaniennes SARL	0,00	17559,50			20250430		
VE	Ventes	VE-2025-0164	20250407	445710	TVA collectée			FA2025-0164	20250407	Facture FA2025-0164  Façades Rhôdaniennes SARL	0,00	3511,90			20250430		
VE	Ventes	VE-2025-0165	20250425	411000	Clients	C003	Menuiseries Chartier SAS	FA2025-0165	20250425	Facture FA2025-0165  Menuiseries Chartier SAS	10350,00	0,00			20250430		
VE	Ventes	VE-2025-0165	20250425	701000	Ventes de produits finis	C003	Menuiseries Chartier SAS	FA2025-0165	20250425	Facture FA2025-0165  Menuiseries Chartier SAS	0,00	8625,00			20250430		
VE	Ventes	VE-2025-0165	20250425	445710	TVA collectée			FA2025-0165	20250425	Facture FA2025-0165  Menuiseries Chartier SAS	0,00	1725,00			20250430		
VE	Ventes	VE-2025-0166	20250410	411000	Clients	C011	Serres & Vérandas Alpines SAS	FA2025-0166	20250410	Facture FA2025-0166  Serres & Vérandas Alpines SAS	19649,52	0,00			20250430		
VE	Ventes	VE-2025-0166	20250410	701000	Ventes de produits finis	C011	Serres & Vérandas Alpines SAS	FA2025-0166	20250410	Facture FA2025-0166  Serres & Vérandas Alpines SAS	0,00	16374,60			20250430		
VE	Ventes	VE-2025-0166	20250410	445710	TVA collectée			FA2025-0166	20250410	Facture FA2025-0166  Serres & Vérandas Alpines SAS	0,00	3274,92			20250430		
VE	Ventes	VE-2025-0167	20250418	411000	Clients	C009	Négoce Vitrages Réunis SARL	FA2025-0167	20250418	Facture FA2025-0167  Négoce Vitrages Réunis SARL	22770,00	0,00			20250430		
VE	Ventes	VE-2025-0167	20250418	701000	Ventes de produits finis	C009	Négoce Vitrages Réunis SARL	FA2025-0167	20250418	Facture FA2025-0167  Négoce Vitrages Réunis SARL	0,00	18975,00			20250430		
VE	Ventes	VE-2025-0167	20250418	445710	TVA collectée			FA2025-0167	20250418	Facture FA2025-0167  Négoce Vitrages Réunis SARL	0,00	3795,00			20250430		
VE	Ventes	VE-2025-0168	20250411	411000	Clients	C008	Habitat Confluence SAS	FA2025-0168	20250411	Facture FA2025-0168  Habitat Confluence SAS	12127,80	0,00			20250430		
VE	Ventes	VE-2025-0168	20250411	701000	Ventes de produits finis	C008	Habitat Confluence SAS	FA2025-0168	20250411	Facture FA2025-0168  Habitat Confluence SAS	0,00	10106,50			20250430		
VE	Ventes	VE-2025-0168	20250411	445710	TVA collectée			FA2025-0168	20250411	Facture FA2025-0168  Habitat Confluence SAS	0,00	2021,30			20250430		
VE	Ventes	VE-2025-0169	20250404	411000	Clients	C006	Constructions Peyrelle SAS	FA2025-0169	20250404	Facture FA2025-0169  Constructions Peyrelle SAS	23970,24	0,00			20250430		
VE	Ventes	VE-2025-0169	20250404	701000	Ventes de produits finis	C006	Constructions Peyrelle SAS	FA2025-0169	20250404	Facture FA2025-0169  Constructions Peyrelle SAS	0,00	19975,20			20250430		
VE	Ventes	VE-2025-0169	20250404	445710	TVA collectée			FA2025-0169	20250404	Facture FA2025-0169  Constructions Peyrelle SAS	0,00	3995,04			20250430		
VE	Ventes	VE-2025-0170	20250407	411000	Clients	C003	Menuiseries Chartier SAS	FA2025-0170	20250407	Facture FA2025-0170  Menuiseries Chartier SAS	25742,40	0,00			20250430		
VE	Ventes	VE-2025-0170	20250407	701000	Ventes de produits finis	C003	Menuiseries Chartier SAS	FA2025-0170	20250407	Facture FA2025-0170  Menuiseries Chartier SAS	0,00	21452,00			20250430		
VE	Ventes	VE-2025-0170	20250407	445710	TVA collectée			FA2025-0170	20250407	Facture FA2025-0170  Menuiseries Chartier SAS	0,00	4290,40			20250430		
VE	Ventes	VE-2025-0171	20250416	411000	Clients	C005	Façades Rhôdaniennes SARL	FA2025-0171	20250416	Facture FA2025-0171  Façades Rhôdaniennes SARL	7245,00	0,00			20250430		
VE	Ventes	VE-2025-0171	20250416	701000	Ventes de produits finis	C005	Façades Rhôdaniennes SARL	FA2025-0171	20250416	Facture FA2025-0171  Façades Rhôdaniennes SARL	0,00	6037,50			20250430		
VE	Ventes	VE-2025-0171	20250416	445710	TVA collectée			FA2025-0171	20250416	Facture FA2025-0171  Façades Rhôdaniennes SARL	0,00	1207,50			20250430		
VE	Ventes	VE-2025-0172	20250414	411000	Clients	C003	Menuiseries Chartier SAS	FA2025-0172	20250414	Facture FA2025-0172  Menuiseries Chartier SAS	3943,20	0,00			20250430		
VE	Ventes	VE-2025-0172	20250414	706000	Prestations de services	C003	Menuiseries Chartier SAS	FA2025-0172	20250414	Facture FA2025-0172  Menuiseries Chartier SAS	0,00	3286,00			20250430		
VE	Ventes	VE-2025-0172	20250414	445710	TVA collectée			FA2025-0172	20250414	Facture FA2025-0172  Menuiseries Chartier SAS	0,00	657,20			20250430		
VE	Ventes	VE-2025-0173	20250421	411000	Clients	C010	Promoteurs du Forez SA	FA2025-0173	20250421	Facture FA2025-0173  Promoteurs du Forez SA	18061,68	0,00			20250430		
VE	Ventes	VE-2025-0173	20250421	701000	Ventes de produits finis	C010	Promoteurs du Forez SA	FA2025-0173	20250421	Facture FA2025-0173  Promoteurs du Forez SA	0,00	15051,40			20250430		
VE	Ventes	VE-2025-0173	20250421	445710	TVA collectée			FA2025-0173	20250421	Facture FA2025-0173  Promoteurs du Forez SA	0,00	3010,28			20250430		
VE	Ventes	VE-2025-0174	20250418	411000	Clients	C007	Atelier Lumière & Verre EURL	FA2025-0174	20250418	Facture FA2025-0174  Atelier Lumière & Verre EURL	5421,84	0,00			20250430		
VE	Ventes	VE-2025-0174	20250418	701000	Ventes de produits finis	C007	Atelier Lumière & Verre EURL	FA2025-0174	20250418	Facture FA2025-0174  Atelier Lumière & Verre EURL	0,00	4518,20			20250430		
VE	Ventes	VE-2025-0174	20250418	445710	TVA collectée			FA2025-0174	20250418	Facture FA2025-0174  Atelier Lumière & Verre EURL	0,00	903,64			20250430		
VE	Ventes	VE-2025-0175	20250403	411000	Clients	C001	Bâtiplace SARL	FA2025-0175	20250403	Facture FA2025-0175  Bâtiplace SARL	14489,04	0,00			20250430		
VE	Ventes	VE-2025-0175	20250403	701000	Ventes de produits finis	C001	Bâtiplace SARL	FA2025-0175	20250403	Facture FA2025-0175  Bâtiplace SARL	0,00	12074,20			20250430		
VE	Ventes	VE-2025-0175	20250403	445710	TVA collectée			FA2025-0175	20250403	Facture FA2025-0175  Bâtiplace SARL	0,00	2414,84			20250430		
VE	Ventes	VE-2025-0176	20250404	411000	Clients	C012	Tertiaire Bâtir SAS	FA2025-0176	20250404	Facture FA2025-0176  Tertiaire Bâtir SAS	1413,60	0,00			20250430		
VE	Ventes	VE-2025-0176	20250404	706000	Prestations de services	C012	Tertiaire Bâtir SAS	FA2025-0176	20250404	Facture FA2025-0176  Tertiaire Bâtir SAS	0,00	1178,00			20250430		
VE	Ventes	VE-2025-0176	20250404	445710	TVA collectée			FA2025-0176	20250404	Facture FA2025-0176  Tertiaire Bâtir SAS	0,00	235,60			20250430		
VE	Ventes	VE-2025-0177	20250418	411000	Clients	C008	Habitat Confluence SAS	FA2025-0177	20250418	Facture FA2025-0177  Habitat Confluence SAS	4296,00	0,00			20250430		
VE	Ventes	VE-2025-0177	20250418	701000	Ventes de produits finis	C008	Habitat Confluence SAS	FA2025-0177	20250418	Facture FA2025-0177  Habitat Confluence SAS	0,00	3580,00			20250430		
VE	Ventes	VE-2025-0177	20250418	445710	TVA collectée			FA2025-0177	20250418	Facture FA2025-0177  Habitat Confluence SAS	0,00	716,00			20250430		
VE	Ventes	VE-2025-0178	20250421	411000	Clients	C006	Constructions Peyrelle SAS	FA2025-0178	20250421	Facture FA2025-0178  Constructions Peyrelle SAS	1426,80	0,00			20250430		
VE	Ventes	VE-2025-0178	20250421	701000	Ventes de produits finis	C006	Constructions Peyrelle SAS	FA2025-0178	20250421	Facture FA2025-0178  Constructions Peyrelle SAS	0,00	1189,00			20250430		
VE	Ventes	VE-2025-0178	20250421	445710	TVA collectée			FA2025-0178	20250421	Facture FA2025-0178  Constructions Peyrelle SAS	0,00	237,80			20250430		
VE	Ventes	VE-2025-0179	20250409	411000	Clients	C001	Bâtiplace SARL	FA2025-0179	20250409	Facture FA2025-0179  Bâtiplace SARL	576,00	0,00			20250430		
VE	Ventes	VE-2025-0179	20250409	706000	Prestations de services	C001	Bâtiplace SARL	FA2025-0179	20250409	Facture FA2025-0179  Bâtiplace SARL	0,00	480,00			20250430		
VE	Ventes	VE-2025-0179	20250409	445710	TVA collectée			FA2025-0179	20250409	Facture FA2025-0179  Bâtiplace SARL	0,00	96,00			20250430		
VE	Ventes	VE-2025-0180	20250404	411000	Clients	C010	Promoteurs du Forez SA	FA2025-0180	20250404	Facture FA2025-0180  Promoteurs du Forez SA	5160,48	0,00			20250430		
VE	Ventes	VE-2025-0180	20250404	701000	Ventes de produits finis	C010	Promoteurs du Forez SA	FA2025-0180	20250404	Facture FA2025-0180  Promoteurs du Forez SA	0,00	4300,40			20250430		
VE	Ventes	VE-2025-0180	20250404	445710	TVA collectée			FA2025-0180	20250404	Facture FA2025-0180  Promoteurs du Forez SA	0,00	860,08			20250430		
VE	Ventes	VE-2025-0181	20250402	411000	Clients	C001	Bâtiplace SARL	FA2025-0181	20250402	Facture FA2025-0181  Bâtiplace SARL	19410,60	0,00			20250430		
VE	Ventes	VE-2025-0181	20250402	701000	Ventes de produits finis	C001	Bâtiplace SARL	FA2025-0181	20250402	Facture FA2025-0181  Bâtiplace SARL	0,00	16175,50			20250430		
VE	Ventes	VE-2025-0181	20250402	445710	TVA collectée			FA2025-0181	20250402	Facture FA2025-0181  Bâtiplace SARL	0,00	3235,10			20250430		
VE	Ventes	VE-2025-0182	20250424	411000	Clients	C009	Négoce Vitrages Réunis SARL	FA2025-0182	20250424	Facture FA2025-0182  Négoce Vitrages Réunis SARL	15673,80	0,00			20250430		
VE	Ventes	VE-2025-0182	20250424	701000	Ventes de produits finis	C009	Négoce Vitrages Réunis SARL	FA2025-0182	20250424	Facture FA2025-0182  Négoce Vitrages Réunis SARL	0,00	13061,50			20250430		
VE	Ventes	VE-2025-0182	20250424	445710	TVA collectée			FA2025-0182	20250424	Facture FA2025-0182  Négoce Vitrages Réunis SARL	0,00	2612,30			20250430		
VE	Ventes	VE-2025-0183	20250411	411000	Clients	C009	Négoce Vitrages Réunis SARL	FA2025-0183	20250411	Facture FA2025-0183  Négoce Vitrages Réunis SARL	22400,76	0,00			20250430		
VE	Ventes	VE-2025-0183	20250411	701000	Ventes de produits finis	C009	Négoce Vitrages Réunis SARL	FA2025-0183	20250411	Facture FA2025-0183  Négoce Vitrages Réunis SARL	0,00	18667,30			20250430		
VE	Ventes	VE-2025-0183	20250411	445710	TVA collectée			FA2025-0183	20250411	Facture FA2025-0183  Négoce Vitrages Réunis SARL	0,00	3733,46			20250430		
VE	Ventes	VE-2025-0184	20250417	411000	Clients	C010	Promoteurs du Forez SA	FA2025-0184	20250417	Facture FA2025-0184  Promoteurs du Forez SA	19649,52	0,00			20250430		
VE	Ventes	VE-2025-0184	20250417	701000	Ventes de produits finis	C010	Promoteurs du Forez SA	FA2025-0184	20250417	Facture FA2025-0184  Promoteurs du Forez SA	0,00	16374,60			20250430		
VE	Ventes	VE-2025-0184	20250417	445710	TVA collectée			FA2025-0184	20250417	Facture FA2025-0184  Promoteurs du Forez SA	0,00	3274,92			20250430		
VE	Ventes	VE-2025-0185	20250407	411000	Clients	C004	Groupe Immovance SA	FA2025-0185	20250407	Facture FA2025-0185  Groupe Immovance SA	24401,28	0,00			20250430		
VE	Ventes	VE-2025-0185	20250407	701000	Ventes de produits finis	C004	Groupe Immovance SA	FA2025-0185	20250407	Facture FA2025-0185  Groupe Immovance SA	0,00	20334,40			20250430		
VE	Ventes	VE-2025-0185	20250407	445710	TVA collectée			FA2025-0185	20250407	Facture FA2025-0185  Groupe Immovance SA	0,00	4066,88			20250430		
VE	Ventes	VE-2025-0186	20250415	411000	Clients	C006	Constructions Peyrelle SAS	FA2025-0186	20250415	Facture FA2025-0186  Constructions Peyrelle SAS	4984,80	0,00			20250430		
VE	Ventes	VE-2025-0186	20250415	706000	Prestations de services	C006	Constructions Peyrelle SAS	FA2025-0186	20250415	Facture FA2025-0186  Constructions Peyrelle SAS	0,00	4154,00			20250430		
VE	Ventes	VE-2025-0186	20250415	445710	TVA collectée			FA2025-0186	20250415	Facture FA2025-0186  Constructions Peyrelle SAS	0,00	830,80			20250430		
VE	Ventes	VE-2025-0187	20250402	411000	Clients	C002	Verrería del Sur SL	FA2025-0187	20250402	Facture FA2025-0187  Verrería del Sur SL	21995,52	0,00			20250430		
VE	Ventes	VE-2025-0187	20250402	701000	Ventes de produits finis	C002	Verrería del Sur SL	FA2025-0187	20250402	Facture FA2025-0187  Verrería del Sur SL	0,00	18329,60			20250430		
VE	Ventes	VE-2025-0187	20250402	445710	TVA collectée			FA2025-0187	20250402	Facture FA2025-0187  Verrería del Sur SL	0,00	3665,92			20250430		
VE	Ventes	VE-2025-0188	20250402	411000	Clients	C005	Façades Rhôdaniennes SARL	FA2025-0188	20250402	Facture FA2025-0188  Façades Rhôdaniennes SARL	1104,00	0,00			20250430		
VE	Ventes	VE-2025-0188	20250402	706000	Prestations de services	C005	Façades Rhôdaniennes SARL	FA2025-0188	20250402	Facture FA2025-0188  Façades Rhôdaniennes SARL	0,00	920,00			20250430		
VE	Ventes	VE-2025-0188	20250402	445710	TVA collectée			FA2025-0188	20250402	Facture FA2025-0188  Façades Rhôdaniennes SARL	0,00	184,00			20250430		
VE	Ventes	VE-2025-0189	20250407	411000	Clients	C011	Serres & Vérandas Alpines SAS	FA2025-0189	20250407	Facture FA2025-0189  Serres & Vérandas Alpines SAS	2678,40	0,00			20250430		
VE	Ventes	VE-2025-0189	20250407	706000	Prestations de services	C011	Serres & Vérandas Alpines SAS	FA2025-0189	20250407	Facture FA2025-0189  Serres & Vérandas Alpines SAS	0,00	2232,00			20250430		
VE	Ventes	VE-2025-0189	20250407	445710	TVA collectée			FA2025-0189	20250407	Facture FA2025-0189  Serres & Vérandas Alpines SAS	0,00	446,40			20250430		
VE	Ventes	VE-2025-0190	20250410	411000	Clients	C002	Verrería del Sur SL	FA2025-0190	20250410	Facture FA2025-0190  Verrería del Sur SL	12040,80	0,00			20250430		
VE	Ventes	VE-2025-0190	20250410	701000	Ventes de produits finis	C002	Verrería del Sur SL	FA2025-0190	20250410	Facture FA2025-0190  Verrería del Sur SL	0,00	10034,00			20250430		
VE	Ventes	VE-2025-0190	20250410	445710	TVA collectée			FA2025-0190	20250410	Facture FA2025-0190  Verrería del Sur SL	0,00	2006,80			20250430		
VE	Ventes	VE-2025-0191	20250414	411000	Clients	C012	Tertiaire Bâtir SAS	FA2025-0191	20250414	Facture FA2025-0191  Tertiaire Bâtir SAS	4423,08	0,00			20250430		
VE	Ventes	VE-2025-0191	20250414	701000	Ventes de produits finis	C012	Tertiaire Bâtir SAS	FA2025-0191	20250414	Facture FA2025-0191  Tertiaire Bâtir SAS	0,00	3685,90			20250430		
VE	Ventes	VE-2025-0191	20250414	445710	TVA collectée			FA2025-0191	20250414	Facture FA2025-0191  Tertiaire Bâtir SAS	0,00	737,18			20250430		
VE	Ventes	VE-2025-0192	20250415	411000	Clients	C012	Tertiaire Bâtir SAS	FA2025-0192	20250415	Facture FA2025-0192  Tertiaire Bâtir SAS	576,00	0,00			20250430		
VE	Ventes	VE-2025-0192	20250415	706000	Prestations de services	C012	Tertiaire Bâtir SAS	FA2025-0192	20250415	Facture FA2025-0192  Tertiaire Bâtir SAS	0,00	480,00			20250430		
VE	Ventes	VE-2025-0192	20250415	445710	TVA collectée			FA2025-0192	20250415	Facture FA2025-0192  Tertiaire Bâtir SAS	0,00	96,00			20250430		
